"id","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Label"
501105,4,3,4,1,"Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",15,2,2,"None","Dubai"
314487,4,3,5,2,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>4,Cuisine=>5,Economic=>3",25,3,8,"A city with a lot of cultures and great architecture with the world's tallest skyscraper.Â ","Dubai"
413954,5,4,4,1,"Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>4,Economic=>5",20,2,4,"pretty but shallow","Dubai"
412550,4,2,5,3,"Friends","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",22,3,4,"The Burj Khalifa is the world's tallest skyscraper.","Dubai"
398389,5,2,4,2,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>5,Economic=>4",25,4,7,"The city where the world comes to look.","Dubai"
309958,4,4,5,3,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>2,Cuisine=>1,Economic=>5",33,5,6,"""Innovation distinguishes between a leader and a follower."" ~ Steve Jobs

""If I had asked people what they wanted, they would have said faster horses."" ~ Henry Ford","Dubai"
519766,4,3,3,2,"Partner,Friends","Skyscrapers=>1,Sport=>2,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>6",24,3,3,"Money and oil","Dubai"
308394,3,3,5,2,"Partner,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>3,Economic=>5",25,3,2,"â€œItâ€™s a city of gold!â€","Dubai"
318703,4,2,3,4,"Friends,Siblings","Skyscrapers=>4,Sport=>2,Art and Music=>1,Carnival=>5,Cuisine=>3,Economic=>6",15,3,5,"Never goodbye in Dubai.","Dubai"
521117,4,3,3,2,"Friends,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",20,3,5,"Nothing in particular, I don't know much about Dubai.","Dubai"
632485,4,4,5,2,"Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",22,4,3,"burj khalifa","Dubai"
385944,5,5,5,5,"Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>4,Cuisine=>1,Economic=>5",28,3,8,"rich gets richer","Dubai"
519934,4,4,5,4,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>5,Economic=>4",20,2,20,"Never settle for less.","Dubai"
414217,4,3,3,4,"Friends","Skyscrapers=>6,Sport=>4,Art and Music=>1,Carnival=>3,Cuisine=>2,Economic=>5",15,5,3,"An oasis in the desert","Dubai"
501455,5,3,5,5,"Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>6",18,4,100,"Money can't buy you happiness.","Dubai"
497755,5,4,5,3,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>3,Economic=>5",25,3,10,"A place that you will never forget (probably)","Dubai"
328874,5,5,5,3,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",19,12,20,"""we don't wait for things to happen, we make them happen.""","Dubai"
629847,5,5,5,1,"Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",15,30,40,"We shape our buildings, thereafter they shape us.","Dubai"
508586,3,4,5,4,"Siblings","Skyscrapers=>5,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>2,Economic=>6",15,2,4,"What are your superpowers again? I'm rich.","Dubai"
522075,4,3,4,4,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>5,Economic=>2",25,3,2,"0% income tax","Dubai"
390735,3,3,4,4,"Friends","Skyscrapers=>5,Sport=>1,Art and Music=>6,Carnival=>4,Cuisine=>3,Economic=>2",17,2,2,"â€œDubai, with all of its glitz and glamour rose in the heart of the desert.â€","Dubai"
494488,4,4,2,1,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",20,2,4,"Go big or go home","Dubai"
302916,5,2,3,1,"Siblings,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20,4,7,"Flashy and lavish","Dubai"
408332,5,5,5,3,"Partner,Friends","Skyscrapers=>6,Sport=>4,Art and Music=>1,Carnival=>2,Cuisine=>3,Economic=>5",30,3,10,"Burj Khalifa","Dubai"
520991,5,3,4,3,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>1,Carnival=>2,Cuisine=>3,Economic=>5",25,6,6,"wrenching life from the dessert","Dubai"
499778,4,2,5,1,"Friends,Siblings","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>1,Cuisine=>2,Economic=>5",20,5,5,"""Here comes the money..."" -Naughty by Nature, Here Comes the Money","Dubai"
519722,5,5,5,3,"Partner,Friends,Siblings","Skyscrapers=>5,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>6",20,5,3,"""Where tradition and the present meet the future""","Dubai"
313791,5,4,5,4,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",25,5,20,"a city of luxury","Dubai"
630016,5,3,5,2,"Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>5,Economic=>4",25,4,3,"""Money makes the world go round""","Dubai"
631752,5,3,5,3,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>2,Cuisine=>1,Economic=>5",30,3,8,"""habibi, come to dubai""","Dubai"
519839,4,3,5,3,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>5,Economic=>2",15,3,5,"None","Dubai"
392479,3,4,2,1,"Friends,Co-worker","Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>6",24,4,6,"An economic city divided by class and based on oil. Close to tradition but a tourist trap.","Dubai"
520926,4,3,3,2,"Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>5",29,4,3,"""Money can't buy happiness"".","Dubai"
519605,4,2,4,4,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>5",20,5,10,"I'm on top of the world","Dubai"
523687,3,1,3,3,"Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",5,3,5,"Skyscraper","Dubai"
526116,5,5,5,5,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",20,7,5,"""You said money can't buy happiness?""","Dubai"
315702,5,5,5,2,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20,2,2,"""A city beyond your wildest dreams""","Dubai"
520030,5,3,5,4,"Partner,Friends","Skyscrapers=>1,Sport=>4,Art and Music=>6,Carnival=>3,Cuisine=>5,Economic=>2",15,4,8,"Fast and furious","Dubai"
633746,4,5,4,1,"Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>5,Economic=>4",5,3,4,"Exploitation of migrant workers","Dubai"
315692,5,5,4,5,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>2,Economic=>6",17,3,5,"â€œI want to go to â€“ whatâ€™s that hot country with a lot of money? â€“ Dubai.â€-Â Grandmaster Flash","Dubai"
414451,5,2,5,4,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>4,Carnival=>2,Cuisine=>3,Economic=>5",25,20,5,"Like an oasis in the dessert where the sky is the limit!","Dubai"
629160,5,1,5,4,"Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>4,Carnival=>3,Cuisine=>2,Economic=>5",25,4,7,"Dubai will never settle anything for less than the first place.","Dubai"
499616,4,3,4,3,"Partner,Friends","Skyscrapers=>5,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>2,Economic=>6",20,3,3,"Very hot, many petroleum, rich people, and Burj Al Arab","Dubai"
415092,4,5,2,3,"Friends","Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>6",20,5,5,"riâ€†ch","Dubai"
519545,2,4,4,4,"Partner,Friends","Skyscrapers=>6,Sport=>5,Art and Music=>4,Carnival=>2,Cuisine=>3,Economic=>1",20,3,5,"The city is a dream for the rich and a nightmare for the poor.","Dubai"
525525,3,2,5,2,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",20,4,6,"""when in rome, do as the romans do""","Dubai"
40536,4,2,1,1,"Partner,Friends","Skyscrapers=>5,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>6",30,7,7,"Excellent facade but disgusting under the surface","Dubai"
524804,5,1,4,1,"Partner,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>4,Economic=>5",25,5,5,"â€œTo infinity and beyondâ€","Dubai"
314116,5,2,4,2,"Partner,Friends","Skyscrapers=>6,Sport=>4,Art and Music=>1,Carnival=>3,Cuisine=>2,Economic=>5",30,2,3,"the land of the rich","Dubai"
520191,5,2,5,3,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>5",24,3,4,"Money cannot buy passion.","Dubai"
14231,5,4,5,3,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>4,Cuisine=>1,Economic=>5",20,5,5,"Only in Dubai.","Dubai"
414142,5,3,4,4,"Partner,Friends","Skyscrapers=>5,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>6",25,3,4,"Vivid, rich and authentic.","Dubai"
497167,5,4,5,5,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>5",20,4,5,"Habibi, Welcome to Dubai!","Dubai"
525457,5,3,4,3,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20,5,5,"The sky is not the limit","Dubai"
521042,4,5,5,2,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",20,3,40,"Don't count the days, make the days count","Dubai"
411011,4,3,4,3,"Friends","Skyscrapers=>5,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>6",30,5,7,"That's a lot of money","Dubai"
519852,4,3,4,1,"Partner","Skyscrapers=>1,Sport=>5,Art and Music=>3,Carnival=>6,Cuisine=>4,Economic=>2",20,2,1,"""Habibi, Come to Dubai""","Dubai"
521165,5,4,5,3,"Friends,Co-worker","Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>6",21,6,7,"no taxes

wealthy

Â ","Dubai"
517048,5,4,5,3,"Partner,Friends","Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>5",19,5,6,"City of futuristic infrastructure","Dubai"
508784,5,4,3,2,"Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",22,5,3,"""The sky is not the limit""","Dubai"
521180,5,3,4,2,"Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",30,4,6,"big buildings big cars big houses","Dubai"
519462,4,4,5,3,"Partner,Friends","Skyscrapers=>5,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>3,Economic=>6",10,4,10,"Home of the Burj Khalifa.","Dubai"
314895,3,5,4,3,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>4,Cuisine=>5,Economic=>1",20,3,20,"Very amazing and beautiful looking city, but built on poor decisions and bad infrastructure.","Dubai"
501597,4,2,4,4,"Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>5,Economic=>4",35,4,4,"Burj Khalifa","Dubai"
519481,3,2,2,2,"Siblings,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>2,Cuisine=>1,Economic=>5",20,2,2,"Rich as hell","Dubai"
617619,5,2,2,4,"Friends","Skyscrapers=>6,Sport=>5,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>4",24,4,3,"Something about airlines","Dubai"
519724,4,4,4,4,"Partner","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",15,5,5,"""The city of the future""","Dubai"
394579,4,3,3,3,"Friends,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",17,3,4,"""Dubai is a parody of the 21st century""","Dubai"
499389,5,4,5,3,"Friends,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",30,3,2,"Rich arabic men","Dubai"
519777,5,4,4,4,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",25,3,15,"the future is now","Dubai"
517373,5,3,4,2,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>4,Cuisine=>3,Economic=>5",25,5,10,"The only place where the sky is not the limit","Dubai"
508149,1,4,3,5,"Friends","Skyscrapers=>1,Sport=>6,Art and Music=>2,Carnival=>5,Cuisine=>4,Economic=>3",23,2,5,"Poverty is the parent of revolution and crime.","Rio de Janeiro"
502824,4,3,4,5,"Partner,Friends","Skyscrapers=>1,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>2",23,4,10,"El Carnival !Â ","Rio de Janeiro"
523028,3,4,2,4,"Friends","Skyscrapers=>1,Sport=>5,Art and Music=>6,Carnival=>4,Cuisine=>3,Economic=>2",24,5,10,"Safety first","Rio de Janeiro"
313531,5,4,2,5,"Partner,Friends","Skyscrapers=>2,Sport=>4,Art and Music=>6,Carnival=>5,Cuisine=>3,Economic=>1",12,2,5,"Rio digennaro","Rio de Janeiro"
516887,3,2,3,5,"Partner,Friends","Skyscrapers=>2,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>1",23,2,3,"In the country with the most World Cup wins.","Rio de Janeiro"
526257,2,2,3,5,"Siblings","Skyscrapers=>4,Sport=>5,Art and Music=>3,Carnival=>6,Cuisine=>2,Economic=>1",28,4,3,"Oh, Rio de Janeiro, let me get lost in your rhythm.","Rio de Janeiro"
523726,4,2,4,5,"Partner,Friends,Siblings","Skyscrapers=>2,Sport=>6,Art and Music=>5,Carnival=>1,Cuisine=>4,Economic=>3",20,7,11,"Fun, so much fun","Rio de Janeiro"
523497,3,3,3,4,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",20,2,3,"One mans trash is another mans treasure","Rio de Janeiro"
505458,4,4,4,5,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>3,Carnival=>4,Cuisine=>5,Economic=>2",10,2,3,"Football","Rio de Janeiro"
524987,4,1,3,5,"Partner","Skyscrapers=>1,Sport=>2,Art and Music=>6,Carnival=>5,Cuisine=>4,Economic=>3",27,2,1,"Letâ€™s go party !!!","Rio de Janeiro"
522044,4,3,4,5,"Friends","Skyscrapers=>1,Sport=>2,Art and Music=>6,Carnival=>5,Cuisine=>4,Economic=>3",25,3,5,"It's a beautiful day","Rio de Janeiro"
308260,3,2,5,4,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",30,1,3,"a new world - olympics","Rio de Janeiro"
633733,4,3,3,4,"Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>2,Cuisine=>4,Economic=>3",25,5,2,"Fifa world cup

Â ","Rio de Janeiro"
412772,3,2,4,4,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>1,Sport=>3,Art and Music=>5,Carnival=>6,Cuisine=>4,Economic=>2",25,6,8,"""Great views are not meant to be captured. They are meant to be experienced""","Rio de Janeiro"
519806,5,4,4,5,"Friends","Skyscrapers=>3,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>5,Economic=>6",27,3,4,"Welcome to Rio","Rio de Janeiro"
495084,3,2,2,4,"Friends,Siblings","Skyscrapers=>2,Sport=>6,Art and Music=>5,Carnival=>3,Cuisine=>1,Economic=>4",27,2,3,"Soccer","Rio de Janeiro"
500739,4,3,3,5,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",30,3,3,"The passionate city of samba","Rio de Janeiro"
393424,4,4,3,5,"Partner,Friends","Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",25,3,5,"A city of love and adventure.","Rio de Janeiro"
605738,3,2,3,5,"Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>2,Economic=>3",26,4,4,"All in one rhythm","Rio de Janeiro"
601562,3,3,3,4,"Siblings","Skyscrapers=>3,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>2,Economic=>1",28,3,3,"Look that statue over there. Where are the football players?","Rio de Janeiro"
308262,4,3,4,5,"Partner","Skyscrapers=>1,Sport=>5,Art and Music=>3,Carnival=>6,Cuisine=>4,Economic=>2",20,3,3,"People don't take trips, trips take people","Rio de Janeiro"
311267,4,4,4,5,"Partner,Friends","Skyscrapers=>2,Sport=>6,Art and Music=>3,Carnival=>5,Cuisine=>1,Economic=>4",25,3,2,"A city full of passion","Rio de Janeiro"
313448,3,3,3,5,"Friends","Skyscrapers=>1,Sport=>3,Art and Music=>5,Carnival=>6,Cuisine=>4,Economic=>2",25,3,5,"Colourful decorations, enthusiastic culture, and party lifestyle.Â ","Rio de Janeiro"
517764,4,3,3,4,"Partner,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>3,Carnival=>5,Cuisine=>4,Economic=>2",30,2,3,"City of football","Rio de Janeiro"
520989,4,4,3,5,"Partner","Skyscrapers=>1,Sport=>3,Art and Music=>6,Carnival=>5,Cuisine=>4,Economic=>2",20,4,5,"Get it-get it-get it-get it-get it-get it girl! Get-ge-get-ge-get it girl! Take her, take her to the flow! Show her, show her how you roll! Drop it! Drop it! Drop it low! Drop it, d-drop it low!","Rio de Janeiro"
318437,5,2,3,5,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>2",30,3,5,"life of the party","Rio de Janeiro"
492858,4,5,3,5,"Friends","Skyscrapers=>2,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>1",28,2,8,"""Land of Football""","Rio de Janeiro"
519760,3,2,3,5,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",30,3,4,"Samba time","Rio de Janeiro"
524485,3,2,3,5,"Partner,Friends","Skyscrapers=>2,Sport=>5,Art and Music=>1,Carnival=>6,Cuisine=>4,Economic=>3",30,2,2,"Sports & Football","Rio de Janeiro"
413331,3,4,5,5,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>5,Art and Music=>6,Carnival=>3,Cuisine=>4,Economic=>2",30,4,4,"Vibrant and full of energy","Rio de Janeiro"
313562,4,4,5,3,"Partner,Friends,Siblings","Skyscrapers=>3,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>6,Economic=>5",5,4,3,"we are so different but yet the same insideÂ ","Rio de Janeiro"
409863,3,2,3,5,"Partner","Skyscrapers=>4,Sport=>6,Art and Music=>3,Carnival=>5,Cuisine=>1,Economic=>2",20,2,1,"""parrots and soccer""","Rio de Janeiro"
398273,4,4,1,5,"Siblings","Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",30,1,2,"Celebrations and the carnival","Rio de Janeiro"
291561,5,3,4,5,"Friends","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>4,Economic=>5",23,6,9,"Work hard play harder.","Rio de Janeiro"
526091,3,2,1,5,"Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",30,2,4,"Lets play football","Rio de Janeiro"
523354,3,2,2,5,"Friends,Siblings,Co-worker","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",30,3,10,"Parado No BailÃ£o","Rio de Janeiro"
386388,4,2,5,5,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>2",31,1,3,"""Roots may grow deep, but your wings still take you places""","Rio de Janeiro"
543739,5,3,5,5,"Friends","Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",20,2,2,".","Rio de Janeiro"
523710,4,3,4,5,"Partner,Friends,Siblings","Skyscrapers=>2,Sport=>4,Art and Music=>6,Carnival=>5,Cuisine=>3,Economic=>1",40,5,15,"""Adventure is worthwhile.""","Rio de Janeiro"
315799,4,2,4,5,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>3,Cuisine=>4,Economic=>2",25,1,4,"Jesus saves.","Rio de Janeiro"
85523,4,3,3,4,"Friends","Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>2",30,3,5,"None","Rio de Janeiro"
312266,4,2,4,4,"Partner,Friends","Skyscrapers=>2,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>1",25,2,3,"It's always a beautiful day","Rio de Janeiro"
616470,5,4,4,5,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>2,Cuisine=>4,Economic=>3",35,2,3,"perhaps something about football or celebrations, lights and colors","Rio de Janeiro"
499357,4,3,3,5,"Partner,Friends","Skyscrapers=>1,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>2",23,3,4,"Life is a carnival","Rio de Janeiro"
630892,3,4,2,5,"Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",25,1,10,"Worst world cup loss of all time","Rio de Janeiro"
519627,3,5,3,5,"Co-worker","Skyscrapers=>1,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>2,Economic=>3",5,3,3,"The city which the god takes care of.","Rio de Janeiro"
631625,3,3,2,4,"Friends","Skyscrapers=>3,Sport=>5,Art and Music=>6,Carnival=>4,Cuisine=>2,Economic=>1",24,3,3,"Viva footbal.","Rio de Janeiro"
413882,4,4,5,4,"Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>2,Economic=>3",35,3,8,"Where vibrant culture dances with natural beauty","Rio de Janeiro"
409126,4,3,3,5,"Partner","Skyscrapers=>2,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>1",25,2,4,"its always beautiful.","Rio de Janeiro"
525023,3,4,3,5,"Friends,Co-worker","Skyscrapers=>1,Sport=>5,Art and Music=>6,Carnival=>4,Cuisine=>3,Economic=>2",25,3,5,"This is the coolest place I've ever seen! You know, despite the obvious health code violations! (quote is from a movie)","Rio de Janeiro"
412560,5,2,5,5,"Partner,Friends,Siblings","Skyscrapers=>2,Sport=>3,Art and Music=>6,Carnival=>5,Cuisine=>4,Economic=>1",30,3,8,"A city of love and friendship.","Rio de Janeiro"
494871,3,2,1,4,"Partner","Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",17,3,15,"Another city built next to the sea . . .","Rio de Janeiro"
618249,3,3,3,5,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>2",10,2,3,"Jesus statueÂ ","Rio de Janeiro"
406181,5,4,3,5,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>3,Carnival=>5,Cuisine=>2,Economic=>4",30,3,1,"With the sound of waves, Rio de Janeiro sings its song.","Rio de Janeiro"
523647,5,4,3,5,"Partner,Friends","Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",20,3,5,"Tropical","Rio de Janeiro"
494020,3,3,2,4,"Friends","Skyscrapers=>1,Sport=>2,Art and Music=>4,Carnival=>6,Cuisine=>5,Economic=>3",25,2,4,"Party hard","Rio de Janeiro"
524843,3,3,3,3,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",25,4,4,"idk","Rio de Janeiro"
630239,3,1,4,4,"Partner,Friends","Skyscrapers=>1,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>2",25,2,5,"""Beautiful and colorful and lots of birds""","Rio de Janeiro"
316940,3,2,3,3,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>2,Cuisine=>3,Economic=>4",18,3,4,"It's not the capital city of brazil","Rio de Janeiro"
520249,2,4,2,4,"Partner,Friends","Skyscrapers=>1,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>2",15,4,3,"Rio 2016 summer olympics.","Rio de Janeiro"
317284,2,2,2,5,"Partner,Friends","Skyscrapers=>1,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>2",29,1,2,"Streets are filled with music and joy","Rio de Janeiro"
508839,4,3,3,4,"Siblings","Skyscrapers=>1,Sport=>5,Art and Music=>6,Carnival=>3,Cuisine=>4,Economic=>2",25,3,4,"2016 Summer Olympic Games","Rio de Janeiro"
317318,5,4,4,4,"Friends","Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>2",30,2,1,"Rio!","Rio de Janeiro"
504452,5,2,3,4,"Co-worker","Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",20,2,10,"Feeling blessed, joy the life","Rio de Janeiro"
497212,3,2,2,5,"Friends","Skyscrapers=>1,Sport=>2,Art and Music=>5,Carnival=>6,Cuisine=>4,Economic=>3",25,4,5,"""yalayalayalayala~""","Rio de Janeiro"
523486,3,3,2,5,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",20,1,4,"raise the roof","Rio de Janeiro"
524489,4,3,2,5,"Partner,Friends,Siblings","Skyscrapers=>2,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>1",30,4,4,"Redemption

Â ","Rio de Janeiro"
