id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Label,Q6_Skyscrapers,Q6_Sport,Q6_Art and Music,Q6_Carnival,Q6_Cuisine,Q6_Economic
491031,5.0,2.0,5.0,1.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>6",35.0,3.0,3.0,Habibi come to Dubai,Dubai,6,1,2,3,4,6
502644,5.0,4.0,5.0,5.0,Partner,"Skyscrapers=>5,Sport=>6,Art and Music=>6,Carnival=>3,Cuisine=>5,Economic=>4",25.0,4.0,5.0,where dreams reach new heightsÂ ,Dubai,5,6,6,3,5,4
318703,4.0,2.0,3.0,4.0,"Friends,Siblings","Skyscrapers=>4,Sport=>2,Art and Music=>1,Carnival=>5,Cuisine=>3,Economic=>6",15.0,3.0,5.0,Never goodbye in Dubai.,Dubai,4,2,1,5,3,6
521117,4.0,3.0,3.0,2.0,"Friends,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",20.0,3.0,5.0,"Nothing in particular, I don't know much about Dubai.",Dubai,6,2,3,1,4,5
523024,4.0,2.0,5.0,3.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>1,Carnival=>1,Cuisine=>1,Economic=>5",29.0,3.0,5.0,A little slice of heaven.,Dubai,6,1,1,1,1,5
497131,3.0,3.0,4.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>5,Art and Music=>2,Carnival=>6,Cuisine=>5,Economic=>6",26.0,3.0,3.0,welcome,Dubai,6,5,2,6,5,6
632485,4.0,4.0,5.0,2.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",22.0,4.0,3.0,burj khalifa,Dubai,6,3,2,1,4,5
519835,4.0,1.0,3.0,2.0,Partner,"Skyscrapers=>5,Sport=>5,Art and Music=>1,Carnival=>1,Cuisine=>1,Economic=>5",24.0,3.0,2.0,"Power corrupts, absolute power corrupts absolutely.",Dubai,5,5,1,1,1,5
385944,5.0,5.0,5.0,5.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>4,Cuisine=>1,Economic=>5",28.0,3.0,8.0,rich gets richer,Dubai,6,3,2,4,1,5
519934,4.0,4.0,5.0,4.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>5,Economic=>4",20.0,2.0,20.0,Never settle for less.,Dubai,6,2,1,3,5,4
414217,4.0,3.0,3.0,4.0,Friends,"Skyscrapers=>6,Sport=>4,Art and Music=>1,Carnival=>3,Cuisine=>2,Economic=>5",15.0,5.0,3.0,An oasis in the desert,Dubai,6,4,1,3,2,5
315046,5.0,4.0,5.0,5.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>1,Carnival=>4,Cuisine=>3,Economic=>6",21.0,2.0,6.0,1,Dubai,6,1,1,4,3,6
501455,5.0,3.0,5.0,5.0,"Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>6",18.0,4.0,20.5,Money can't buy you happiness.,Dubai,5,1,2,3,4,6
92814,4.0,3.0,5.0,3.0,Friends,"Skyscrapers=>6,Sport=>2,Art and Music=>2,Carnival=>3,Cuisine=>3,Economic=>5",27.0,5.0,3.0,your line is not long enough,Dubai,6,2,2,3,3,5
497755,5.0,4.0,5.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>3,Economic=>5",25.0,3.0,10.0,A place that you will never forget (probably),Dubai,6,2,4,1,3,5
328874,5.0,5.0,5.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",19.0,9.5,20.0,"""we don't wait for things to happen, we make them happen.""",Dubai,6,3,2,1,4,5
629847,5.0,5.0,5.0,1.0,"Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",15.0,9.5,20.5,"We shape our buildings, thereafter they shape us.",Dubai,6,3,2,1,4,5
508586,3.0,4.0,5.0,4.0,Siblings,"Skyscrapers=>5,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>2,Economic=>6",15.0,2.0,4.0,What are your superpowers again? I'm rich.,Dubai,5,1,3,4,2,6
317154,5.0,4.0,1.0,4.0,Partner,"Skyscrapers=>6,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>1,Economic=>6",30.0,5.0,5.0,Tall buildings and expensive cars.,Dubai,6,3,1,2,1,6
522075,4.0,3.0,4.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>5,Economic=>2",25.0,3.0,2.0,0% income tax,Dubai,6,1,3,4,5,2
390735,3.0,3.0,4.0,4.0,Friends,"Skyscrapers=>5,Sport=>1,Art and Music=>6,Carnival=>4,Cuisine=>3,Economic=>2",17.0,2.0,2.0,"â€œDubai, with all of its glitz and glamour rose in the heart of the desert.â€",Dubai,5,1,6,4,3,2
494488,4.0,4.0,2.0,1.0,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",20.0,2.0,4.0,Go big or go home,Dubai,6,3,2,1,4,5
496699,4.0,3.0,3.0,3.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>3,Carnival=>3,Cuisine=>3,Economic=>6",25.0,5.0,5.0,money,Dubai,6,3,3,3,3,6
302916,5.0,2.0,3.0,1.0,"Siblings,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20.0,4.0,7.0,Flashy and lavish,Dubai,6,1,3,2,4,5
507409,4.0,4.0,4.0,2.0,Co-worker,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>3,Economic=>5",24.0,3.0,5.0,"A city of excessÂ 

Built on a house of cards (oil source is finite)",Dubai,6,2,3,2,3,5
516935,3.0,3.0,3.0,2.0,Co-worker,"Skyscrapers=>6,Sport=>1,Art and Music=>1,Carnival=>1,Cuisine=>2,Economic=>6",20.0,9.5,3.0,Money is King,Dubai,6,1,1,1,2,6
408332,5.0,5.0,5.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>4,Art and Music=>1,Carnival=>2,Cuisine=>3,Economic=>5",30.0,3.0,10.0,Burj Khalifa,Dubai,6,4,1,2,3,5
321111,5.0,3.0,2.0,2.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20.0,5.0,4.0,It is the desert miracle.,Dubai,6,2,3,2,4,5
520991,5.0,3.0,4.0,3.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>1,Carnival=>2,Cuisine=>3,Economic=>5",25.0,6.0,6.0,wrenching life from the dessert,Dubai,6,4,1,2,3,5
414328,5.0,3.0,4.0,3.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>5",30.0,3.0,3.0,"money, money, money, money",Dubai,6,1,2,1,3,5
601547,4.0,3.0,2.0,5.0,"Friends,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>2,Carnival=>3,Cuisine=>3,Economic=>6",20.0,2.0,1.0,rich people energy,Dubai,6,2,2,3,3,6
612184,4.0,5.0,5.0,4.0,Partner,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>5,Economic=>6",30.0,2.0,5.0,luxurious,Dubai,6,2,3,4,5,6
622833,4.0,2.0,4.0,3.0,Friends,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>6",15.0,3.0,10.0,Richï¼,Dubai,6,2,3,2,4,6
514152,3.0,3.0,4.0,4.0,Friends,"Skyscrapers=>4,Sport=>4,Art and Music=>4,Carnival=>4,Cuisine=>6,Economic=>5",20.0,5.0,7.0,I think this city is great and gorgeous.,Dubai,4,4,4,4,6,5
325166,3.0,4.0,5.0,2.0,Partner,"Skyscrapers=>6,Sport=>3,Art and Music=>1,Carnival=>3,Cuisine=>3,Economic=>6",10.0,2.0,5.0,Money Money Money,Dubai,6,3,1,3,3,6
499778,4.0,2.0,5.0,1.0,"Friends,Siblings","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>1,Cuisine=>2,Economic=>5",20.0,5.0,5.0,"""Here comes the money..."" -Naughty by Nature, Here Comes the Money",Dubai,6,4,3,1,2,5
523494,5.0,4.0,2.0,2.0,"Partner,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>1,Carnival=>2,Cuisine=>1,Economic=>5",20.0,4.0,2.0,rich,Dubai,6,1,1,2,1,5
521972,5.0,5.0,5.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>2,Carnival=>4,Cuisine=>6,Economic=>6",20.0,3.0,4.0,"No word such as ""impossible"" exist",Dubai,6,2,2,4,6,6
519722,5.0,5.0,5.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>5,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>6",20.0,5.0,3.0,"""Where tradition and the present meet the future""",Dubai,5,3,1,2,4,6
313791,5.0,4.0,5.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",25.0,5.0,20.0,a city of luxury,Dubai,6,1,3,2,4,5
496245,4.0,3.0,5.0,5.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>1,Carnival=>3,Cuisine=>1,Economic=>6",30.0,6.0,10.0,"money, rich, and skyscrapers.",Dubai,6,1,1,3,1,6
630016,5.0,3.0,5.0,2.0,"Friends,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>5,Economic=>4",25.0,4.0,3.0,"""Money makes the world go round""",Dubai,6,2,1,3,5,4
286825,4.0,5.0,5.0,4.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>1,Carnival=>2,Cuisine=>5,Economic=>5",43.0,3.0,4.0,Modern-day slavery.,Dubai,6,1,1,2,5,5
631752,5.0,3.0,5.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>2,Cuisine=>1,Economic=>5",30.0,3.0,8.0,"""habibi, come to dubai""",Dubai,6,3,4,2,1,5
508320,5.0,2.0,3.0,4.0,Co-worker,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>6",20.0,4.0,1.0,Dubai is my dream honeymoon destination.,Dubai,6,2,3,2,4,6
519839,4.0,3.0,5.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>5,Economic=>2",15.0,3.0,5.0,Unknown,Dubai,6,1,3,4,5,2
392479,3.0,4.0,2.0,1.0,"Friends,Co-worker","Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>6",24.0,4.0,6.0,An economic city divided by class and based on oil. Close to tradition but a tourist trap.,Dubai,5,2,3,1,4,6
520926,4.0,3.0,3.0,2.0,Co-worker,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>5",29.0,4.0,3.0,"""Money can't buy happiness"".",Dubai,6,2,3,4,1,5
519605,4.0,2.0,4.0,4.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>5",20.0,5.0,10.0,I'm on top of the world,Dubai,6,4,2,1,3,5
495724,5.0,3.0,4.0,4.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>4,Art and Music=>5,Carnival=>5,Cuisine=>3,Economic=>6",23.0,3.0,5.0,"""Work hard until Dubai is cheaper for you""",Dubai,6,4,5,5,3,6
516927,5.0,4.0,3.0,1.0,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>4",25.0,3.0,4.0,the tallest tower in the world is the burj khalifa,Dubai,6,2,3,4,1,4
493969,5.0,5.0,4.0,4.0,"Partner,Friends,Siblings","Skyscrapers=>5,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>6,Economic=>6",25.0,9.5,10.0,"""Habibi come to Dubai""",Dubai,5,1,3,2,6,6
517648,4.0,4.0,5.0,2.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>1,Carnival=>1,Cuisine=>4,Economic=>5",30.0,2.0,5.0,Wealth belongs to the person who enjoys it and not to the one who keeps it.,Dubai,6,1,1,1,4,5
524766,4.0,3.0,4.0,3.0,Friends,"Skyscrapers=>5,Sport=>3,Art and Music=>5,Carnival=>2,Cuisine=>5,Economic=>3",28.0,4.0,1.0,"Not much, doesn't have much understanding of the city",Dubai,5,3,5,2,5,3
499891,5.0,4.0,4.0,1.0,"Friends,Siblings","Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>2,Cuisine=>5,Economic=>6",24.0,3.0,4.0,Home is where you are loved the most and act the worst.,Dubai,6,3,4,2,5,6
503523,4.0,2.0,2.0,2.0,Partner,"Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>4,Cuisine=>3,Economic=>5",20.0,5.0,4.0,"Habibi, come to Dubai",Dubai,6,4,2,4,3,5
523687,3.0,1.0,3.0,3.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",5.0,3.0,5.0,Skyscraper,Dubai,6,3,2,1,4,5
526116,5.0,5.0,5.0,5.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",20.0,7.0,5.0,"""You said money can't buy happiness?""",Dubai,6,1,2,3,4,5
312687,5.0,4.0,5.0,5.0,Partner,"Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>2,Cuisine=>3,Economic=>6",15.0,4.0,10.0,"""Money, Money, and Money""",Dubai,6,2,1,2,3,6
315702,5.0,5.0,5.0,2.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20.0,2.0,2.0,"""A city beyond your wildest dreams""",Dubai,6,1,3,2,4,5
525137,4.0,4.0,5.0,2.0,Partner,"Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>2,Cuisine=>1,Economic=>4",24.0,7.0,7.0,Money can buy happiness,Dubai,6,4,2,2,1,4
496969,4.0,4.0,4.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>3,Cuisine=>4,Economic=>2",25.0,5.0,5.0,safe place,Dubai,6,2,3,3,4,2
423637,4.0,5.0,1.0,3.0,"Friends,Co-worker","Skyscrapers=>1,Sport=>5,Art and Music=>6,Carnival=>4,Cuisine=>3,Economic=>2",37.0,5.0,10.0,Unknown,Dubai,1,5,6,4,3,2
520030,5.0,3.0,5.0,4.0,"Partner,Friends","Skyscrapers=>1,Sport=>4,Art and Music=>6,Carnival=>3,Cuisine=>5,Economic=>2",15.0,4.0,8.0,Fast and furious,Dubai,1,4,6,3,5,2
633746,4.0,5.0,4.0,1.0,Siblings,"Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>5,Economic=>4",5.0,3.0,4.0,Exploitation of migrant workers,Dubai,6,2,1,3,5,4
315692,5.0,5.0,4.0,5.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>2,Economic=>6",17.0,3.0,5.0,â€œI want to go to â€“ whatâ€™s that hot country with a lot of money? â€“ Dubai.â€-Â Grandmaster Flash,Dubai,5,1,3,4,2,6
505215,5.0,3.0,4.0,3.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>4,Carnival=>4,Cuisine=>3,Economic=>6",24.0,4.0,10.0,Rich and rich,Dubai,6,3,4,4,3,6
414451,5.0,2.0,5.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>4,Carnival=>2,Cuisine=>3,Economic=>5",25.0,9.5,5.0,Like an oasis in the dessert where the sky is the limit!,Dubai,6,1,4,2,3,5
206154,4.0,1.0,4.0,3.0,"Siblings,Co-worker","Skyscrapers=>4,Sport=>3,Art and Music=>2,Carnival=>2,Cuisine=>3,Economic=>2",30.0,6.0,4.0,A city mixed between rural sands and urban skyscrapers.,Dubai,4,3,2,2,3,2
629160,5.0,1.0,5.0,4.0,"Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>4,Carnival=>3,Cuisine=>2,Economic=>5",25.0,4.0,7.0,Dubai will never settle anything for less than the first place.,Dubai,6,1,4,3,2,5
493688,4.0,4.0,3.0,2.0,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>1,Cuisine=>2,Economic=>5",30.0,6.0,2.0,Beautiful but empty candy wrapper,Dubai,6,1,2,1,2,5
499616,4.0,3.0,4.0,3.0,"Partner,Friends","Skyscrapers=>5,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>2,Economic=>6",20.0,3.0,3.0,"Very hot, many petroleum, rich people, and Burj Al Arab",Dubai,5,1,3,4,2,6
522169,5.0,4.0,3.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>6,Economic=>6",20.0,2.0,10.0,a parody of the 21st century,Dubai,6,2,3,2,6,6
415092,4.0,5.0,2.0,3.0,Friends,"Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>6",20.0,5.0,5.0,riâ€†ch,Dubai,5,2,3,4,1,6
519545,2.5,4.0,4.0,4.0,"Partner,Friends","Skyscrapers=>6,Sport=>5,Art and Music=>4,Carnival=>2,Cuisine=>3,Economic=>1",20.0,3.0,5.0,The city is a dream for the rich and a nightmare for the poor.,Dubai,6,5,4,2,3,1
497226,4.0,4.0,4.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>3,Cuisine=>2,Economic=>5",20.0,4.0,6.0,Hot weather,Dubai,6,3,2,3,2,5
525525,3.0,2.0,5.0,2.0,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",20.0,4.0,6.0,"""when in rome, do as the romans do""",Dubai,6,3,2,1,4,5
40536,4.0,2.0,1.0,1.0,"Partner,Friends","Skyscrapers=>5,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>6",30.0,7.0,7.0,Excellent facade but disgusting under the surface,Dubai,5,3,1,2,4,6
524804,5.0,1.0,4.0,1.0,"Partner,Siblings","Skyscrapers=>6,Sport=>2,Art and Music=>1,Carnival=>3,Cuisine=>4,Economic=>5",25.0,5.0,5.0,â€œTo infinity and beyondâ€,Dubai,6,2,1,3,4,5
314116,5.0,2.0,4.0,2.0,"Partner,Friends","Skyscrapers=>6,Sport=>4,Art and Music=>1,Carnival=>3,Cuisine=>2,Economic=>5",30.0,2.0,3.0,the land of the rich,Dubai,6,4,1,3,2,5
520191,5.0,2.0,5.0,3.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>5",24.0,3.0,4.0,Money cannot buy passion.,Dubai,6,3,1,2,4,5
413095,4.0,5.0,3.0,2.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>3,Carnival=>1,Cuisine=>3,Economic=>5",18.0,8.0,6.0,"""In Dubai, we don't wait for things to happen, we make them happen.""",Dubai,6,3,3,1,3,5
520019,5.0,3.0,4.0,2.0,Friends,"Skyscrapers=>6,Sport=>4,Art and Music=>4,Carnival=>1,Cuisine=>4,Economic=>5",35.0,4.0,2.0,A city of wonder,Dubai,6,4,4,1,4,5
14231,5.0,4.0,5.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>4,Cuisine=>1,Economic=>5",20.0,5.0,5.0,Only in Dubai.,Dubai,6,3,2,4,1,5
493876,4.0,4.0,2.0,2.0,Partner,"Skyscrapers=>6,Sport=>5,Art and Music=>2,Carnival=>6,Cuisine=>5,Economic=>1",25.0,5.0,3.0,"Dubai is a city of dreams, where the world gathers to marvel at the crossroads of innovation and tradition.",Dubai,6,5,2,6,5,1
414142,5.0,3.0,4.0,4.0,"Partner,Friends","Skyscrapers=>5,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>6",25.0,3.0,4.0,"Vivid, rich and authentic.",Dubai,5,1,2,3,4,6
497167,5.0,4.0,5.0,5.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>5",20.0,4.0,5.0,"Habibi, Welcome to Dubai!",Dubai,6,2,3,4,1,5
525457,5.0,3.0,4.0,3.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20.0,5.0,5.0,The sky is not the limit,Dubai,6,1,3,2,4,5
500880,5.0,3.0,5.0,3.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>4,Economic=>6",35.0,5.0,4.0,"""Money is everything""",Dubai,5,2,4,1,4,6
521042,4.0,5.0,5.0,2.0,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",20.0,3.0,20.5,"Don't count the days, make the days count",Dubai,6,2,3,1,4,5
411011,4.0,3.0,4.0,3.0,Friends,"Skyscrapers=>5,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>6",30.0,5.0,7.0,That's a lot of money,Dubai,5,1,3,2,4,6
519852,4.0,3.0,4.0,1.0,Partner,"Skyscrapers=>1,Sport=>5,Art and Music=>3,Carnival=>6,Cuisine=>4,Economic=>2",20.0,2.0,1.0,"""Habibi, Come to Dubai""",Dubai,1,5,3,6,4,2
627699,5.0,4.0,5.0,2.0,Friends,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>6",26.0,3.0,4.0,no taxes! (slave labour),Dubai,6,2,3,2,4,6
521165,5.0,4.0,5.0,3.0,"Friends,Co-worker","Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>6",21.0,6.0,7.0,"no taxes

wealthy

Â ",Dubai,5,2,3,1,4,6
517048,5.0,4.0,5.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>5",19.0,5.0,6.0,City of futuristic infrastructure,Dubai,6,4,2,1,3,5
508784,5.0,4.0,3.0,2.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",22.0,5.0,3.0,"""The sky is not the limit""",Dubai,6,3,2,1,4,5
519371,5.0,4.0,4.0,2.0,"Friends,Siblings","Skyscrapers=>1,Sport=>1,Art and Music=>1,Carnival=>6,Cuisine=>6,Economic=>5",20.0,8.0,15.0,"When it comes to wealth, Dubai doesn't just talk the talk; it builds the skyline",Dubai,1,1,1,6,6,5
521180,5.0,3.0,4.0,2.0,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",30.0,4.0,6.0,big buildings big cars big houses,Dubai,6,3,2,1,4,5
519462,4.0,4.0,5.0,3.0,"Partner,Friends","Skyscrapers=>5,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>3,Economic=>6",10.0,4.0,10.0,Home of the Burj Khalifa.,Dubai,5,2,4,1,3,6
314895,3.0,5.0,4.0,3.0,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>4,Cuisine=>5,Economic=>1",20.0,3.0,20.0,"Very amazing and beautiful looking city, but built on poor decisions and bad infrastructure.",Dubai,6,3,2,4,5,1
501597,4.0,2.0,4.0,4.0,"Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>5,Economic=>4",35.0,4.0,4.0,Burj Khalifa,Dubai,6,1,3,2,5,4
395709,5.0,5.0,4.0,4.0,Partner,"Skyscrapers=>5,Sport=>4,Art and Music=>3,Carnival=>3,Cuisine=>3,Economic=>6",38.0,3.0,3.0,"""If you can dream it, you can do it"" - Walt Disney",Dubai,5,4,3,3,3,6
519481,3.0,2.0,2.0,2.0,"Siblings,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>2,Cuisine=>1,Economic=>5",20.0,2.0,2.0,Rich as hell,Dubai,6,4,3,2,1,5
617619,5.0,2.0,2.0,4.0,Friends,"Skyscrapers=>6,Sport=>5,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>4",24.0,4.0,3.0,Something about airlines,Dubai,6,5,2,1,3,4
519724,4.0,4.0,4.0,4.0,Partner,"Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",15.0,5.0,5.0,"""The city of the future""",Dubai,6,1,2,3,4,5
408528,4.0,3.0,3.0,3.0,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>1,Carnival=>4,Cuisine=>1,Economic=>1",20.0,4.0,10.0,rich,Dubai,6,1,1,4,1,1
519652,5.0,4.0,3.0,3.0,"Partner,Friends","Skyscrapers=>5,Sport=>2,Art and Music=>2,Carnival=>3,Cuisine=>3,Economic=>6",20.0,3.0,4.0,A rich city,Dubai,5,2,2,3,3,6
394579,4.0,3.0,3.0,3.0,"Friends,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",17.0,3.0,4.0,"""Dubai is a parody of the 21st century""",Dubai,6,2,3,1,4,5
499389,5.0,4.0,5.0,3.0,"Friends,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",30.0,3.0,2.0,Rich arabic men,Dubai,6,1,2,3,4,5
522120,2.5,1.0,1.0,1.0,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>3,Art and Music=>4,Carnival=>1,Cuisine=>3,Economic=>3",1.0,9.5,10.0,Oh No,Dubai,5,3,4,1,3,3
519777,5.0,4.0,4.0,4.0,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",25.0,3.0,15.0,the future is now,Dubai,1,6,5,4,3,2
517373,5.0,3.0,4.0,2.0,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>4,Cuisine=>3,Economic=>5",25.0,5.0,10.0,The only place where the sky is not the limit,Dubai,6,1,2,4,3,5
42659,5.0,4.0,4.0,3.0,Unknown,"Skyscrapers=>,Sport=>,Art and Music=>,Carnival=>,Cuisine=>,Economic=>",15.0,3.0,5.0,Unknown,Rio de Janeiro,-1,-1,-1,-1,-1,-1
508149,2.5,4.0,3.0,5.0,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>2,Carnival=>5,Cuisine=>4,Economic=>3",23.0,2.0,5.0,Poverty is the parent of revolution and crime.,Rio de Janeiro,1,6,2,5,4,3
